.2.4...8.....8...68....71..2..5...9..95.......4..3.........1..7..28...4.....6.3..  11.9 11.9 09.9   
..34..7..4....9.3..8.32....2..9...4.....3.6...1...5.7..6....1..5...9..2...8.....7  11.0 11.0 10.5   
.2.....8.4.......6..93..5..2..56...1...91..7...1..36....5.3.9..8.......7.4.6.....  11.0 11.0 10.5   
.2...67.........32....1..5.2....48...68.9.....47.....5..4..82.....9...1..7......3  11.0 11.0 10.5   
.2...6.....71...6.6..73.....8......57....3.1....5..4..3....1.2..1....9.8..4.9....  11.0 11.0 10.5   
.2...6...4...........213..4..59...7.....3...28.....9....7....5..4..6...19..3..8..  11.0 11.0 10.5   
.2.4...8...6......7....2..5..1.9....5.7...3...6...5..1..2..1..7...8..9......4..3.  11.0 11.0 10.5   
.2.......4.6.8....7.82....4...3..59.5......4..8..4...7.7..6...2...9.1.....1...3..  11.0 11.0 10.5   
.23.5.7...56.....37........2...7...6..98..4.......1.9........1.6...2...5.8...46..  11.0 11.0 10.5   
1.....7....6.8.1...89....6..3...4..5...3..9..9...6..1....2.......2..54..8...7..9.  11.0 11.0 10.5   
1....6.....7.8...6.6.37......19......3...8..19......5.....4..2.5.2...4.3.1...3..7  11.0 11.0 10.5   
1....6.....7.8...6.6.37..1..8...7..3..4....2.9...........52.9..5......4..1...3..8  11.0 11.0 10.5   
1..4..7......8...6.....2.5...6......79....3...4.91...7..8..5..2.7.3..4..9........  11.0 11.0 10.5   
1.3....8..5.1....66...7......59....3.....7...9...2.4......4.9..5..6....1.9...8.2.  11.0 11.0 10.5   
1.3..6...4.6.8.1...8........1...36....5....9....2....7.3...18....1.7...29..5.....  11.0 11.0 10.5   
12..5...945....1....9...........7..3..5.9.4.....3...6......8.....4.1.2..8..6...7.  11.0 11.0 10.5   
......78...71....6.....351.2...9..7..3...4.....83...6...58..6...4...2...9...3....  11.0 11.0 10.4   
...4..7...5...9..6..8.2..4.....9...1.1....6..9....135.....7......28......6...5..3  11.0 11.0 10.4   
...45..8.4.....2...8...2..62....8.6.6....415..3..........9.......1.....78....5.2.  11.0 11.0 10.4   
..3..6...4.6.8.1...8.1......3...48.....5...9.9.......7...2...5..6...34....7.....2  11.0 11.0 10.4   
..3.5..8.4....92...9.........5.3..7......56.4.6.2.........1...7..17.35.....5.8.1.  11.0 11.0 10.4   
..345.7...5.78.........3...2......9..7...83....1.....6....6..1..8...45..9.......2  11.0 11.0 10.4   
.2...6...4...8.1....8....6..4.5....73...1.4...75..2.......9..38......9..9..3...41  11.0 11.0 10.4   
.2.4.......6.8....7....35....4....1....8..39.9....1..53....7.5....2....3.6......7  11.0 11.0 10.4   
.23..67...5.7...3.7.......62....3.7...1.........81...43....5.6..9......8....4.9..  11.0 11.0 10.4   
.234.......7..9.3.8.......5....6.1....6.....8.9.2...7.6...1.5...3...2.4....7.....  11.0 11.0 10.4   
1.....789....8.12............53......6...4...9...2...1.9.6..4...34..5...8.......7  11.0 11.0 10.4   
1.....7...5...9..6....3.54.2...1...5......9...7...5.6.3...7......2.....8.9...46..  11.0 11.0 10.4   
1..4....9....8.1....8..1.4523..6............2..59..4....18..5......73....6.....7.  11.0 11.0 10.4   
1..4....9.56..91.........6.........36....1.4.93...5.1.....2...85....4.9...7......  11.0 11.0 10.4   
1.3..6.8.4.6...1...8........4...36......2......19...7..1...84.....5....29...7..5.  11.0 11.0 10.4   
...4...8.4....92......23..4..1...6...7..6..5....9....3.6....1....5....7.9..2....8  11.0 11.0 10.3   
.2..5....4.6..9.....92..6..........3.6...45..89...52...4...29....1..........7...8  11.0 11.0 10.3   
.2..5....4.67.....7....2..4..1..8.3.......8...4.5....23...9..1.......9...7.2....6  11.0 11.0 10.3   
1.3..678.........6.6.7..1...3...8..7..59...2.9............4.....8...1..3..2...54.  11.0 11.0 10.3   
.2....7..4......3...91.......5.9...8...5.82.....6.1...3..9...2..7....4....8..5..1  11.0 11.0 10.2   
.2...6....567...3.7...3.....9....4..6....3.7.........1..8.1.9..5....7.2.....4...8  11.0 11.0 10.2   
.....6.8...6.8.1.2...1..5...3...4.....85...2.9...7....3.......7.4..9......26...5.  11.0 11.0 10.1   
....5.....56....3.7....1..42...4..7..7...28....81....2...9..6...3.....9.8....4..7  11.0 11.0 10.1   
...4....9....8.1...9..31.4..3.1..8..6..........7.6...2..2..5...5.......7.8.3..4..  11.0 11.0 10.1   
...4...8....1.92..6...3...1.6..1...57..8..9....5..2...31...4....7.........6.7...3  11.0 11.0 10.1   
...45.7...5...9.3.6..3......1.9...5......1..28...35.....2...6...3..9..4...8.....7  11.0 11.0 10.1   
..3...7..4...8...6...2...4...5.7....73....9..91...3......6...2.....4...8..9..51..  11.0 11.0 10.1   
..3.5.7..4....9....8.2.3...2.......3..1.3..7....9....1.6...4.5.8..5...6...5.6...7  11.0 11.0 10.1   
..3.5.......7....27...13.5..4...8.........9....75...2.....6......21...73..53...1.  11.0 11.0 10.1   
.2..5....4.6..9.....92...6.........8.9.8.5.2..6...4.5..4...2.9...7......9...1.3..  11.0 11.0 10.1   
.2.4...8...7..9...6...3.1...9...7...3.......1..42.....5...6..1......43.5...5..6..  11.0 11.0 10.1   
1....6.8.....8.13....2....6.9....4....59.....8...6...33...2...1..76......4...7.5.  11.0 11.0 10.1   
1..4...8......92...9..7.....1.5..3.85....8..6....4..5...2.1...48..6...3..7.......  11.0 11.0 10.1   
.....6.....678...3.8.13....2......4..3...1..8....9......45...9.5.....2...7...8..6  11.0 11.0 10.0   
....5.......7.9.2...91.25...3......4..1.9..5.8.....6....2.1..7....6....8.4....3..  11.0 11.0 10.0   
...4....9..7.8..3.6....21..2....13....47......8..9....5......13..2...5....1..5.6.  11.0 11.0 10.0   
...4..7...5...9.6.6..3....126....4....5..2.9.....1......8.....75....8.2..9..3....  11.0 11.0 10.0   
..3....8..5....1..7.8..1..5.3...7.1.6...2.9.....6.........4......49..2...7...8.3.  11.0 11.0 10.0   
..3..6...4.6.8.1...8.1......6...84.........9.9..2....7..7....5..4...36.....5....2  11.0 11.0 10.0   
..3.5...945.1.....8..7..5...7...81..............96..2...2.....3....9..6..8...54..  11.0 11.0 10.0   
..3.5..8....7....379....5..2....4..6..59..8...7..6........2..1...78..3...4...1...  11.0 11.0 10.0   
..3.5..8.4.....1...8......6.....58....53...2.....72....1.9....8..2..7.9..6....4..  11.0 11.0 10.0   
..3.5.7..4....9....8.2........8..1....5.3..7.9....4..3......61...6.1...7.....2.5.  11.0 11.0 10.0   
..34..7..4....9....6..7..1...45..9...1.....2.....2........6...85.....3...8.....72  11.0 11.0 10.0   
..34......5...9...79..3..4.2..8....6......2....9..7.5..1.6..8....7..4.3.........1  11.0 11.0 10.0   
.2..5.7....6.....3...1...6....3....8.....8.1..9..2.4..5.4..72...7.......9.2.4....  11.0 11.0 10.0   
.2..5.7..4.67..........2..4..8...3...7.6....5....1...........9..4.5..6.2.6.2....7  11.0 11.0 10.0   
1.....7....6.8.....891...6......4..5.3.......6...1..7.......2..8..37..9.9...6..1.  11.0 11.0 10.0   
1.....7...5.1....6.69....1.....38........28..9..5...7.5..6...9...2...4......4...3  11.0 11.0 10.0   
1.3..6...4.6.8.1...8........6...48..........75...2..9....9...2.....7...5.3...84..  11.0 11.0 10.0   
.....6..9..6..912....21.....3.....4.8..5.......7.6...2..9.2...75......3..4.8.....  11.0 11.0 09.9   
.....6.8...6.8.1.28..2..5....85...1.....9...7.9...3....3...4...7.....4....16...2.  11.0 11.0 09.9   
.....67....718...66..3..1....59..8..3....8..1.9.....2..4.......7....3..8..2.4.5..  11.0 11.0 09.9   
....5.7....718...66....7.1.2.......3.3.2...9...5..81....8..16...9.....41....4....  11.0 11.0 09.9   
..3...7...5.1....69...7....2...4.3...8......5.358.........2.9....63....1.....7.4.  11.0 11.0 09.9   
..3..6.8.4..1......9..7.....1....4..7...9.3....6..8.5...2...8.5....6..2......5..3  11.0 11.0 09.9   
..3..6...4.6.8.1...8.1......3...48.....2...9.9.......5.4...16....7.6...2...5...7.  11.0 11.0 09.9   
..3.5.......7.9.3.7..2..5...1......6..86..4..9...7..2.5...2..9..4....8..........1  11.0 11.0 09.9   
..34....9....8.2..6....7.5.....6......52..9...8...1.2...45...9.....7.4...1......3  11.0 11.0 09.9   
..34......5...9...79..3..4.2.......6..9..4.7..7.1..2...8.6....1......8....7..5.3.  11.0 11.0 09.9   
..345.7...5...9..2.........2.......1..5.7.8...9.....6..6...1......83......85..4..  11.0 11.0 09.9   
.2....7.9...1..2..6....7.4...4..8.5..9.7....2......3....6..5...8...6..7..1.3.....  11.0 11.0 09.9   
.2.4...8......9.....9.3...12.46.......8.2..6..6...5........7...7...1...3.4.5...2.  11.0 11.0 09.9   
.2.......4.6.8..2.7.8.....4.....15.....3...9..7..2...63....5.1..4..6...7...9.....  11.0 11.0 09.9   
.2.4.....4....9.32..9..15....7..59..3..1...6.....6......8.1...7......8..97...8.5.  11.0 11.0 09.9   
.23..67...5.....3.7.......62....7.5....8..9......9...43....5.6...8.....1.1..4....  11.0 11.0 09.9   
1......8..5...9.31..9...5.....6....4.67.48...9....58....2..........7..2.8....31..  11.0 11.0 09.9   
1.....78...6.8...2......6...1...5..434.9.......8.4..2.5..3.......1.7.2...9...1..7  11.0 11.0 09.9   
1.....7....7..9...68..7...1..6.9.8...4...2..5.......2.3..9...4...8.6.1.....5....3  11.0 11.0 09.9   
1.....7...5.1....6.69....1.....3.....3....8.29..6...7..9..2.4....4..8...6..9...5.  11.0 11.0 09.9   
1....678.........6.8....14..1...7..4..5.3....9..2.....3...9.....6...8..7..2...5..  11.0 11.0 09.9   
1....67...5..8......97...4..9......5.......248...6.3..3..6..1.......8.....2.31...  11.0 11.0 09.9   
1....6....5.7.......9.2.4....8.9.3...7.....1.6....5........28......3..9...28...34  11.0 11.0 09.9   
1...5...9..6...1...9.....45.4..1.9.....8.....8....7..2.6..4.5.......2.3...73.....  11.0 11.0 09.9   
1...5...94...89.........5....76...5......8..1.3....26......4..5..2...3...6.3...7.  11.0 11.0 09.9   
......78...71....6.8..3.4..2....5..7.4..9......56......3..7..9.......8....15....2  11.0 11.0 09.8   
....5..89..67..1...8.....4.21....3..6..2....1..7.3........9...5.....4.....13..2..  11.0 11.0 09.8   
...4..7..4....9.3..8.23....2...9..5..7....8....6.....15..9...2.....4.....6.3.51..  11.0 11.0 09.8   
..3.5..8.4....92...8..3....2....5..7..6.......1.3..........79.25..9..4......1..6.  11.0 11.0 09.8   
..34.....4......23.8...15..2...7.....6...59.........7..9.61...8.....8.9.8..5..6..  11.0 11.0 09.8   
.2...6.8.4..1....6....3.1...8...5.6....9.......9.4.3..5....7..28.2....7..7....6..  11.0 11.0 09.8   
.23..67...56....2.7............4.9..5....3.7....1....83....2.5....8......1..9.4..  11.0 11.0 09.8   
1.......9..7...2..98..2.......6..5....8.1...2.....3.4...9.3...8.3...49.....5..36.  11.0 11.0 09.8   
1....6....5.7....3.......4...9.......7.8....2.3.2..6.53...28..7.8...7......3...5.  11.0 11.0 09.8   
....5.7....67...2......2.64........8..5..46....73.54....4..72...3.......9...1....  11.0 11.0 09.7   
....5.7.....1....6..9..3.4.29...83....43.....8......2..1..6......2..4.9....7....5  11.0 11.0 09.7   
.2......94...8......83..5..2..6........5.1.7...5.3.6...4.8...6...6..31..9...6...7  11.0 11.0 09.7   
.2..5....4.6..9.....92..6...4.8.59...6...42.........1.3...7............8.9...25..  11.0 11.0 09.7   
.2.4.......7..9.3.8.......5....17.....6.9..7....8....25.......4.....1.9...1.3.6..  11.0 11.0 09.7   
.23..6....567...2.7........2....3.5...8.1.9..........83....7.6..9..4...1......4..  11.0 11.0 09.7   
1.....7....6.8.....981...6......3...86..9..1.9...1..7......52...4......76...7..9.  11.0 11.0 09.7   
1..4....9..7...2...9...3....8...1......9.8..3..5.6......2.7..5..4.8....1.......6.  11.0 11.0 09.7   
.....678....1.......9.....52...9...459..4......43...2......816..1.7.......2.....3  11.0 11.0 09.6   
..345.........92.....7...5...4.7..36...6...7.......1...1...8...8.....9....65...4.  11.0 11.0 09.6   
..34......5..892...8.........6....4.81...5...9...2.1.........17...7....6....915..  11.0 11.0 09.6   
.2..5.7..4.67..........2..4..8...3...7.6....5....1......2.4..9..6.5....2.4.2....7  11.0 11.0 09.6   
.....6.8...6...1.2.8.2..4....46...1.......9..9...3....3...7...5..28...4..7...5...  11.0 11.0 09.5   
.2.4...8...7..9...6..3..1..2..8...4..78...5...4...3........19......38..5..27...6.  11.0 11.0 09.5   
.23..67...5.....3.7.......62....7.5....1....8..1.4....3....2.6....8..9...9..6...4  11.0 11.0 09.5   
1.....7...5..8..6.........4.3.8...5...4..39..7...2.....6...8.2...12.....9..56....  11.0 11.0 09.5   
1..4..7...5......6..8.3......591....7....41.....37...2..6....2..8.7....19...4.3..  11.0 11.0 09.5   
1..45......6..9....9..1..5.....4.8...3.8....76....1.4.....7...2..2...3..9....4.6.  11.0 11.0 09.5   
.....6......1..2...8..3..4..3......8..5...6..8...9..7...62......7..4...3.4...51..  11.0 11.0 09.4   
...4...8......91...8..13..42......7..3.1..9....7..5.....5.6....6......2..4.9..3..  11.0 11.0 09.4   
...4..7.94...8..3.....37....6....1..3..8...7...5.....2..2...6...1...5...9..7...4.  11.0 11.0 09.4   
...4..7..4....9.3..6.32....2..9...1..8...1.......32..53...9..2..7......8..6...5..  11.0 11.0 09.4   
..3...78..5.7..13.........52...6.....9...4.....81....3.4..9.........2.6...75....8  11.0 11.0 09.4   
..3.5.7..........3.8.1...6.2....7..5.9.6...4.......2...4..61.....89.....9...4..1.  11.0 11.0 09.4   
..34....9.5..8.........7.1..8..6..5...42..6..........3..2...9...1.....7.9..6..1.2  11.0 11.0 09.4   
..34..7......8...6.....2.1...9......3..7..4...4...8.6.7....3.2..3.5..9..9.5..1...  11.0 11.0 09.4   
.2.....8.4..1....6..9.2.4....4....5.3..6....4..8..59.....7...4.7...6.3......31..7  11.0 11.0 09.4   
.2..5....4.6..9..2..92...6..4...5.9.........8.9.8.4.2.3............7...1.6...2.5.  11.0 11.0 09.4   
.2.......4.6.8..2.7.8.....4..9...3...6..2...8.....5.1......19.....3...5..4..6...7  11.0 11.0 09.4   
.23..67...5.....3.7.......62....3.7....9.......1.4...85....2.6....8..4...9..6...1  11.0 11.0 09.4   
1......8..5......3.....25.4.3...4..66..8...7.9...7......9.1.......9...3..6...52..  11.0 11.0 09.4   
1.....7...5......6..9..3.4....8.4..1.....2.....8.9..2...42...9.6.....5...7..38...  11.0 11.0 09.4   
1....6.8..5.7....2......5....5...3...7......48...9..2......8.6..4.3.....9...12...  11.0 11.0 09.4   
1....67......8......92...5.....4...85..3...1......76..3.2.......1.9...2.9.5.....4  11.0 11.0 09.4   
1....6....5..8..3..98...4..2.......7..5.......4..3.85......2..15..7.......9.4.5..  11.0 11.0 09.4   
1...5..8..5.7....3..9...5.....5..3.7....4..1..6...3..2..4......8...9.....3.6..2..  11.0 11.0 09.4   
1...5.7..45.........92........8...9...6.....2.4..3.1.....6....87....45...3..1....  11.0 11.0 09.4   
1..4....945...9.3...9.3....2.......8..59...1.....682...7.......5...7...6..43...5.  11.0 11.0 09.4   
.....6.8..5.7.......9.3...42.....9...6.8.......4.2...1..2...3......1.4.2.7.....5.  11.0 11.0 09.3   
....5.7.......9.3..8.2....6.6.8.....34..7.9.......3.5..1.....2.6.......18.41.....  11.0 11.0 09.3   
...4..7.9..7.8....6......1.216..5...........5.3.....2.3....1.5....9....8....7.4.1  11.0 11.0 09.3   
...4..789..........9....41..8.9....7..5.3.9.......2.6.3....5....7.8....1..2.6....  11.0 11.0 09.3   
..34....9.5.......6...3..1..3..1..7......82.....9....4.7......256.8.......1.6..5.  11.0 11.0 09.3   
..34...8..5.........913..4.2.......7..19...3.....6....3...9..1..1.3..8.4..8......  11.0 11.0 09.3   
.2...67..4...8......9.....52..3....1.1...2.7...4...6.2..8.3.......9...5..6...5..7  11.0 11.0 09.3   
.2.4.6......78.......2.1.4...5.....83.....9...7..6..1..4.6...7...8...3..9.......5  11.0 11.0 09.3   
1.....7....6.8.....891...6..3.......6...7..9.9.8.6.31.........5..2..4...8...1..7.  11.0 11.0 09.3   
1....67.....18..3...9.7......4....9.5..6..8...3.....2....8.5..2.4...1...8...6.1..  11.0 11.0 09.3   
1..4......5...91...89.....4...3...6..3..7....9....4..8..2....7....62....8....1..5  11.0 11.0 09.3   
12...6..9..6......89.2.........7..5.5.....4....91....83....4.7...18....6......3..  11.0 11.0 09.3   
..34...8..5...9.....91...4.2.......7..19...3.....6....3...9..1..1.3..8.4..8...3..  11.0 11.0 09.2   
1..........718...6.8...34.....6...5.....428...9...8..45......7..3..2.9....6......  11.0 11.0 09.2   
..3.5.7.9.5.7..1.......3.5.2..........73...1.....6...2..51...9.6...48....8....4..  11.0 11.0 09.1   
.....67...5.1...3.8...7...42......9.3.59......9..21...5.4...6...3.2...5.........8  11.0 11.0 09.0   
.2.......4.6.8....7.82....4.......1..7..6...2...9.53..5....1......3..9...8..4...7  11.0 11.0 09.0   
1.....7......8...6..92...4..1...53.....9....4..4.6...25.........7...3.....26....8  11.0 11.0 09.0   
...4.67......8..3.......4.5.4...76..3..9......75.....1....9..2..1...5..48..2.....  11.0 11.0 08.9   
..3.5...9...7.....78..3.5....73..9...3...2.....85..32..1..6......59..8..........4  11.0 11.0 08.3   
1....67...5.1....6..9.7..1..3....4....4.2...89..6...7......82..5..7...9.....3....  11.0 11.0 08.3   
...4..7....7....6.6....7.1528.9.......5..41..........8.3.........6..15..9...2..3.  11.0 11.0 08.0   
.......894....92.....37...42.5...4...6.....7.9....1..5.3..6......2..51.....8.....  11.0 11.0 07.9   
.....6.8...71........23...5..5.1...3.1.3...9.9....4....6....9....27....18......4.  11.0 11.0 07.9   
.....6.8...71........23...5..5.1...3.1.3...9.9....4....6....9....17....28......4.  11.0 11.0 07.9   
.....6.8..5.1....66...27.....49.....3...6..7......2..4.4....1....9.....58....3.2.  11.0 11.0 07.9   
....5...9..67...3..8....5..2..3...1......5..8....6.4...4..9....6.2..1.7...16.....  11.0 11.0 07.9   
...4...8.4.......6..9..21.......85....1...82..8.3....7..2..5.9.7..6......3..4....  11.0 11.0 07.9   
..3.5..8..5.1.....6....2.....8.4.9.....6......6...7..27.......1.3..9.54...5...3..  11.0 11.0 07.9   
..3.5.7..4....9....8.2.......5.6..1....8....48....16......7.1....1...36.9.......2  11.0 11.0 07.9   
..3.5.7..4....9....8.2.......5.6..1..1.8....48.....6......7.1....1...36.9.......2  11.0 11.0 07.9   
..3.5....4..1..2...9...7...2.....4.8.7.....5....6..1..6..8....4....3..9..3...48..  11.0 11.0 07.9   
..3......4....9.3..8.7....1.....54...6.87..2....2....8.7..1...2..5..73..9........  11.0 11.0 07.9   
.2.....8.4.......6.892.......85...7.3....81...9..1.........3..1.7.9...5.....4.6..  11.0 11.0 07.9   
.2...67..4.7.8......9.....4..4...5...3.5.....9...7...8.....5.2...1.9...7...3..6..  11.0 11.0 07.9   
.2.4....9..7....3.6......1..8.5.....3...1.......8.2..5....7.6...4...5..8..62...5.  11.0 11.0 07.9   
.23.5....4..7.......9...6....5.9.3..36.....9......4..1.3..6.2.......8..78..1.....  11.0 11.0 07.9   
1....6.8..5.1..2....9.........9..4..3...1..76.....7.3...25..8..8....1..7.4.......  11.0 11.0 07.9   
1...5..8......9..6...7..5.......36...7.6.......8.1..4.5.4.2.1....2....5..9......3  11.0 11.0 07.9   
1...5......6.......8...2..4..7.....3.3...42......1..5......89...4.9..3.8....6..7.  11.0 11.0 07.9   
.....67....6....2..9..3..64.1..9....3..8....1..7....5....14...8.4.3.......2..5...  11.0 11.0 07.8   
...4....9....8.1..7....2.6....9....83....7.....9.1.4..5.......6..2..5....376...5.  11.0 11.0 07.8   
...4....9.5....23......2.1..3...71....16...7...6.....8..48......1...3.2.9...6....  11.0 11.0 07.8   
...4...8.....8...27....36...3....5....1.4....96...7...3....59....28....1.......6.  11.0 11.0 07.8   
..3..67..4.7.......9.....5...8..36......2..1....5...2.3....74...1..9...2...3.....  11.0 11.0 07.8   
.2......94...8..3...9...1.4........3.9.2..5..8....3.6.....37...7...6..4...15.....  11.0 11.0 07.8   
.2...6....567...3.7...3....2....3.5....1....8....4....5....7.6..9.8....4..1...9..  11.0 11.0 07.8   
.2..5.7.....1....6..8..7.4...9...3...8...4.7.7..5.......2.6....8....2.9..4..1...3  11.0 11.0 07.8   
.2..5....4....92....92.......4..89......1..6.8..5....73..6....5.48..........7..1.  11.0 11.0 07.8   
1...5.7.........36.693.....2....15.....9....8....4..7...8....6.5...2.....1...74..  11.0 11.0 07.8   
1..4.6.8..5..8.1..........4..7......6...4...1.3....9..3...1...55...6...8.....32..  11.0 11.0 07.8   
.......8.4.......3..82.15...6......7..5...91....8...5.3....4.....21...9.6...7....  11.0 11.0 07.7   
..3.5.....571....69....2....7..6...5..5...4..8......2....71...3..1...8.......4.9.  11.0 11.0 07.7   
.......894....92......7..4..7.39......1.6....9......2.5....4..2.3..1.5....67.....  11.0 11.0 07.6   
.....67..4..7...3......15.4..8.1.....6...2...9..5....3.8..2..9.5..9..3...9......7  11.0 11.0 07.6   
.2...6.8...6...1..78..1.....3.9..4..........3..7.2..1...8.7..2.5....4..1...5..9..  11.0 11.0 07.6   
1.......9..67...3..8....4...4...5..1..5.3..2.9............7.8.....36...7..7..2.6.  11.0 11.0 07.6   
1....67....71......9..7...5..1.6.9.........2..3.2.......6.9.5.......4..884.6...3.  11.0 11.0 07.6   
1....6....571....6..9....1......38..7..5...9..3..2......2..54..5..6...7.....48...  11.0 11.0 07.6   
1...5.7....718...6.6...7...2..9....4....3..9...6..51..3........6.1..85...4.....2.  11.0 11.0 07.6   
1..4..7...5...9.3.....2.....3..6........92.5....8..1....82....4.6..3..2.7........  11.0 11.0 07.6   
.2...6.8...71..2......2...4.8..6..1...52.....9....84..5....3...7.....9...1.6...3.  11.0 11.0 07.2   
12....7....7....36.6..7..1..1.9.5..85..........6.3.1...4..........8.4.9...1.2.6..  11.0 11.0 07.1   
.....6..9.5.7..1..7...3..4........3.8...9...6..51..8...12......5..8..2...8......4  11.0 11.0 06.7   
1..4.67....7..........7..512....8.9...5.4.1...9........3......28..3.......4.6.5..  11.0 11.0 06.6   
.....6......78...37..23.6...1.5..4....9....5.8....3..7..4....9.6....2..8....1....  11.0 11.0 03.4   
....5.7.......9.3..8.1....62.4.....18..2...6..6..1.....4......85....39......7..5.  11.0 11.0 03.4   
....5.7.......9.2...72.1..5..5.1..7.6.....4...8.6.....3..........1.2..9..4...83..  11.0 11.0 03.4   
....5.78....7....27....256.2...7...6..1...9...4...3......9...1.6...2...5.3...4...  11.0 11.0 03.4   
...4....9....8.1...9..31.4..4.3..9....7..5..65........6.2.....7....2.....3.1..8..  11.0 11.0 03.4   
...4....9....8.1..7....2.6..1......8.6..9.4..5....3.7.6...2.....3...5....756...2.  11.0 11.0 03.4   
...4...8......91...8..13..4.4.3..8....7....6.5...2....6......7..3.1..9....2..5...  11.0 11.0 03.4   
...4..7......89..3.9..3..4.2...6..1..4.9....8..1........5...2..6....5....8.3....7  11.0 11.0 03.4   
...4..7......89.3..8..3...42.5.......7.9...4.......2...3.8...7.6....5..1..1.6....  11.0 11.0 03.4   
...456..94...89.............3.....7.6..9....4..1...2.....5....6.7...3.1...2..43..  11.0 11.0 03.4   
..3.....9.5.7...3.87....5..2...6..4......2.....53..8...1...4..6....1......79..3..  11.0 11.0 03.4   
..3..6...4.6.8.1...8.1......6...34..........55..2...9.........7..79...2..4...18..  11.0 11.0 03.4   
..3.5.7.........3..8.1....6.6...1.....49.....9...68..4.4.6....1.....2.5...7...2..  11.0 11.0 03.4   
..34....94..7......89.3..........6...6...2.1.9...4...3..51..2.........5.8...7...4  11.0 11.0 03.4   
..34......5..89...79...1......6...3..1..9...5......4....2...34.........89....8.57  11.0 11.0 03.4   
.2......94......3...87..5....56..8...7..3...29......4....8.......6.17.......651..  11.0 11.0 03.4   
.2....7....71..2.6.......54.6.7....83...9.........5....8.2..6...1..3..4.9....4...  11.0 11.0 03.4   
.2...6....567...3.7...3.....9..1.4..6....2.5.........1..8.4.9..5....3.7.........8  11.0 11.0 03.4   
.2..5...945....1....91........8.......5.1.2.......7..63.......8.7.6...3...4.2.9..  11.0 11.0 03.4   
.2.4.....4...8...3..8.31.........9....13....49...6..7......5.6...28....1.7....5..  11.0 11.0 03.4   
.23..67...56....3.7...........9....46....2.5..1.........81..9..5....3.2.....4...8  11.0 11.0 03.4   
.23.5.7...56.....37.............4.1.5...7...6..8......3...6...2.9.8..4.......1.9.  11.0 11.0 03.4   
.23.5.....567....37..........9..18..5...2...6.......9.3...6...7......4...8...4.1.  11.0 11.0 03.4   
1....6..9...7...2.....3.5.....5......9...8..68...2.3....8..4..164.....7.91....4..  11.0 11.0 03.4   
1....6....5.7....3..8....6.....6.9....72....8.....1.4...58......82..3..59...4....  11.0 11.0 03.4   
1...5...9..6...1...9.....45.1..6.9....8.........8.7..2.6..4.5..7..3..........2.3.  11.0 11.0 03.4   
1...5...9..6...1...9.....45.1..4.9.......2.....78....2.4..6.5.....3.....8....7.3.  11.0 11.0 03.4   
1...5......7..9.3..8.2..4...3.8....4..5....6.9...7........4...2.6.3...4......18..  11.0 11.0 03.4   
1..4...8...6.....1.8....45..1.6....5.....7.....7.2.3...6.8....4....9.5..9....3.2.  11.0 11.0 03.4   
1..4......56..9....9..1..6.........7.3..7.8..6....4.9....8....2..2...3..9....5.4.  11.0 11.0 03.4   
12..5....45...91....9.............6...5.9.2..6..3....8.7.9....3..1.2.4.....8...7.  11.0 11.0 03.4   
..3..6.8.4.6...1...8.1......3...14.....5...7...5.2.......9.........7..92.6...83..  11.0 11.0 02.8   
..3..6...4...89.2..9.1..5...6.9....55.9.4..7...1..3..........9.......2.8......4.7  11.0 11.0 02.8   
........9.5...91..7...2..6.2..6......37.4......42...3.3...7..4.......8....18.2..5  11.0 11.0 02.6   
........94....9.2..8.1..5....5..86..3.86......6..15.....2....47.3.5..8......7....  11.0 11.0 02.6   
........94...8.2...9.7...1..84.3....3..6.2.........3....13....58...6.4.......5.7.  11.0 11.0 02.6   
........94..1.9.3..8.2..1..........77......4..18...6....261.5...6.8.........93...  11.0 11.0 02.6   
.......89..71..2.6....2.5...4.....9...5.6.1..9....3.....167.....3.......8....4...  11.0 11.0 02.6   
.......8...71....6.9..2.1..2...9....3...4.8....58...6......4.1...15..6...3.....57  11.0 11.0 02.6   
.......8..5..8.1.3...1..5.62.7..4.......9.....6.5...3..8.6...1...4.2....9.......7  11.0 11.0 02.6   
.......8.4....92.....7....527.5.......6.219.............2.6.1...8......39.1..4...  11.0 11.0 02.6   
......7.94...8..3......2..5.4..3..6.3.8.....7..69......1.2......3...5.....4.6..1.  11.0 11.0 02.6   
......7....71.9...68..7......8.6.9..3.......2.....5.....1.9.6..7.6.1.8.3.......4.  11.0 11.0 02.6   
......7....71.9...68..7......8.6.1..5.............3.52..1.9.8...4..........2...43  11.0 11.0 02.6   
......7....71.9...68..7......8.6.1..5..3...2.........3..1.9.8.......2..4.4.....5.  11.0 11.0 02.6   
......7....71.9...68..7......6.9.8.....3..........4.32..8.1.9..5....2....4.9...5.  11.0 11.0 02.6   
......7....71.9...68..7......6.9.1..5..2....3.3.....2...1.6.8.....8....4.6...4.5.  11.0 11.0 02.6   
......7....71.9...68..7....2....5..3..8.1.9.........52..1.9.6...4.3.1......8...4.  11.0 11.0 02.6   
......7....71.9...68..7......1.9.8..8.......4.4.....2...8.1.6..5..3.2......9...53  11.0 11.0 02.6   
......7....71.9...68..7......1.9.8..8.......4.4.....2...8.1.6..5..2....3...9.3.5.  11.0 11.0 02.6   
